Dublin Core:Title,Dublin Core:Description,Dublin Core:Creator,Dublin Core:Date,Dublin Core:Coverage,Dublin Core:Source,Dublin Core:Format,Dublin Core:Type,Dublin Core:Subject,Dublin Core:Rights,Dublin Core:Identifier,Item Type Metadata:Original Format,Item Type Metadata:Physical Dimensions,Item Type Metadata:URL
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 10.63 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1754,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1754.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 10.35 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1755,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1755.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 9.95 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1756,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1756.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 10.00 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1757,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1757.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 9.75 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1758,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1758.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 10.07 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1759,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1759.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 9.93 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1760,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1760.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 9.83 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1761,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1761.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 9.93 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1762,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1762.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 9.88 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1763,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1763.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 9.91 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1764,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1764.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 9.72 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1765,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1765.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 10.86 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1766,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1766.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 9.34 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1767,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1767.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 9.50 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1768,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1768.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 9.50 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1769,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1769.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 10.79 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1770,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1770.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 10.79 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1771,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1771.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 10.79 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1772,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1772.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 10.79 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1773,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1773.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 9.63 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1774,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1774.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 25.12 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1775,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1775.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 25.12 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1776,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1776.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 25.12 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1777,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1777.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 25.12 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1778,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1778.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 11.65 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1779,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1779.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 23.62 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1780,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1780.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 4.38 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1781,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1781.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 5.94 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1782,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1782.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.98 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1783,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1783.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.98 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1784,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1784.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.09 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1785,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1785.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 26.03 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1786,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1786.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 10.74 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1787,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1787.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 10.74 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1787a,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1787a.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 6.75 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1788,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1788.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 7.40 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1789,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1789.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 5.65 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1790,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1790.jpg
